date,batiment,zone,type_energie,kwh
2023-08-13,Usine_A,Production,electricite,179.63
2024-03-17,Usine_A,Production,electricite,610.48
2024-01-15,Usine_A,Production,gaz,1253.34
2023-10-15,Bureau_Central,Bureaux,electricite,343.01
2023-01-26,Usine_B,Climatisation,electricite,59.96
2024-07-30,Entrepot_Nord,Eclairage,electricite,421.53
2024-06-06,Usine_B,Climatisation,electricite,681.75
2023-01-07,Entrepot_Nord,Production,electricite,742.31
2023-12-09,Usine_B,Production,electricite,796.83
2023-12-25,Usine_B,Climatisation,electricite,36.23
2024-06-14,Entrepot_Nord,Production,electricite,709.86
2023-09-26,Usine_B,Production,gaz,313.41
2023-09-03,Usine_B,Production,electricite,118.21
2024-04-04,Usine_A,Production,gaz,670.08
2024-06-28,Usine_B,Production,electricite,751.3
2023-09-04,Usine_A,Eclairage,electricite,170.76
2024-04-09,Usine_A,Production,gaz,610.07
2024-08-27,Entrepot_Nord,Production,electricite,650.45
2024-12-27,Entrepot_Nord,Production,electricite,227.08
2024-08-15,Bureau_Central,Bureaux,electricite,441.45
2024-10-05,Entrepot_Nord,Production,gaz,596.06
2023-05-13,Usine_A,Production,electricite,303.81
2024-12-14,Usine_B,Climatisation,electricite,83.9
2023-01-23,Entrepot_Nord,Eclairage,electricite,436.08
2024-12-16,Entrepot_Nord,Eclairage,electricite,392.91
2023-10-16,Usine_A,Production,electricite,750.11
2023-09-10,Bureau_Central,Climatisation,electricite,214.23
2023-12-07,Usine_B,Production,electricite,219.17
2024-07-03,Usine_B,Climatisation,electricite,312.9
2024-11-06,Entrepot_Nord,Eclairage,electricite,396.22
2023-04-18,Usine_B,Production,electricite,313.63
2024-11-05,Usine_B,Production,electricite,337.97
2024-06-21,Usine_A,Eclairage,electricite,542.08
2023-07-25,Usine_B,Production,gaz,131.1
2024-11-08,Bureau_Central,Bureaux,gaz,315.15
2023-07-18,Usine_A,Production,electricite,244.42
2024-09-15,Entrepot_Nord,Eclairage,electricite,295.26
2023-03-29,Bureau_Central,Bureaux,gaz,837.38
2023-03-02,Bureau_Central,Bureaux,electricite,778.22
2024-10-25,Bureau_Central,Bureaux,electricite,978.05
2024-12-29,Bureau_Central,Bureaux,electricite,167.74
2024-06-22,Entrepot_Nord,Eclairage,electricite,445.47
2023-09-04,Usine_A,Production,electricite,362.74
2024-11-24,Usine_A,Production,gaz,859.85
2024-04-16,Bureau_Central,Bureaux,electricite,602.26
2024-05-15,Bureau_Central,Bureaux,gaz,605.21
2024-10-21,Usine_B,Climatisation,electricite,405.85
2023-02-26,Usine_B,Climatisation,electricite,37.85
2024-08-16,Entrepot_Nord,Production,gaz,209.46
2023-05-20,Usine_B,Production,electricite,162.22
2023-09-12,Bureau_Central,Bureaux,gaz,202.72
2023-03-21,Entrepot_Nord,Eclairage,electricite,244.04
2023-09-29,Entrepot_Nord,Eclairage,electricite,828.1
2023-12-08,Usine_B,Production,gaz,674.56
2024-03-25,Usine_A,Production,gaz,583.55
2023-06-14,Usine_B,Production,gaz,423.48
2023-10-01,Entrepot_Nord,Production,gaz,456.92
2023-06-19,Usine_B,Climatisation,electricite,673.0
2023-12-08,Bureau_Central,Bureaux,gaz,747.94
2023-09-23,Entrepot_Nord,Production,electricite,561.98
2024-03-18,Bureau_Central,Bureaux,gaz,987.56
2023-07-14,Usine_A,Production,electricite,381.54
2024-01-04,Usine_B,Production,electricite,686.62
2023-08-26,Entrepot_Nord,Production,gaz,211.01
2023-05-09,Usine_B,Production,gaz,314.69
2023-11-02,Usine_B,Climatisation,electricite,247.89
2024-04-21,Entrepot_Nord,Production,electricite,120.79
2024-06-19,Bureau_Central,Bureaux,gaz,443.65
2024-10-11,Usine_A,Production,electricite,272.04
2024-06-14,Usine_A,Production,gaz,180.93
2023-03-27,Usine_A,Eclairage,electricite,982.93
2023-06-20,Entrepot_Nord,Eclairage,electricite,533.55
2024-04-03,Usine_A,Eclairage,electricite,758.14
2024-03-14,Entrepot_Nord,Production,electricite,687.87
2023-12-17,Usine_A,Production,electricite,305.72
2024-06-18,Usine_B,Production,gaz,305.06
2023-05-02,Usine_A,Production,gaz,315.36
2023-06-03,Entrepot_Nord,Production,electricite,489.74
2023-10-15,Bureau_Central,Climatisation,electricite,322.85
2024-02-10,Bureau_Central,Bureaux,electricite,801.63
2024-09-01,Bureau_Central,Bureaux,gaz,224.9
2024-11-22,Entrepot_Nord,Production,electricite,132.11
2024-06-28,Entrepot_Nord,Production,electricite,123.21
2024-09-04,Entrepot_Nord,Production,electricite,325.35
2024-01-31,Usine_B,Production,electricite,454.58
2024-04-10,Usine_B,Climatisation,electricite,196.55
2024-10-08,Usine_A,Production,gaz,291.08
2024-04-16,Usine_B,Production,gaz,294.16
2023-06-09,Entrepot_Nord,Eclairage,electricite,112.05
2024-03-21,Entrepot_Nord,Production,gaz,818.85
2024-09-16,Usine_A,Production,gaz,620.44
2024-10-13,Usine_B,Climatisation,electricite,310.38
2023-06-14,Usine_B,Production,electricite,638.19
2023-04-11,Usine_B,Production,electricite,539.17
2023-01-28,Usine_B,Production,gaz,557.55
2024-09-09,Usine_B,Production,electricite,726.78
2024-01-16,Entrepot_Nord,Production,electricite,302.1
2024-12-12,Usine_A,Eclairage,electricite,205.61
2024-05-13,Usine_B,Production,gaz,406.14
2023-07-21,Entrepot_Nord,Production,electricite,111.12
2024-09-02,Usine_A,Production,electricite,123.21
2023-04-10,Usine_B,Climatisation,electricite,235.88
2023-12-06,Usine_A,Production,gaz,494.7
2024-07-24,Usine_A,Production,gaz,523.54
2024-05-08,Bureau_Central,Bureaux,gaz,449.75
2023-11-06,Bureau_Central,Bureaux,gaz,916.83
2024-11-26,Usine_A,Production,electricite,366.96
2024-01-28,Bureau_Central,Bureaux,electricite,825.22
2024-11-28,Entrepot_Nord,Eclairage,electricite,507.3
2024-11-25,Usine_A,Production,electricite,484.98
2024-08-29,Entrepot_Nord,Production,gaz,398.97
2023-05-12,Usine_A,Eclairage,electricite,253.68
2023-09-12,Usine_A,Production,gaz,231.32
2024-02-10,Entrepot_Nord,Production,electricite,763.16
2023-01-11,Usine_B,Production,electricite,
2023-09-26,Bureau_Central,Bureaux,electricite,544.03
2024-11-11,Usine_B,Production,electricite,244.81
2024-06-26,Bureau_Central,Climatisation,electricite,503.75
2024-11-28,Usine_B,Production,gaz,606.89
2023-01-11,Entrepot_Nord,Eclairage,electricite,612.01
2024-06-21,Bureau_Central,Climatisation,electricite,538.04
2023-02-18,Usine_A,Eclairage,electricite,333.43
2024-07-04,Bureau_Central,Climatisation,electricite,638.68
2024-08-18,Entrepot_Nord,Production,electricite,-287.93
2024-02-16,Bureau_Central,Climatisation,electricite,85.78
2023-07-04,Usine_B,Production,gaz,120.28
2024-02-21,Entrepot_Nord,Production,gaz,701.62
2023-06-16,Usine_A,Eclairage,electricite,439.29
2024-04-20,Usine_A,Eclairage,electricite,359.7
2023-12-25,Usine_A,Production,electricite,134.1
2023-09-05,Bureau_Central,Climatisation,electricite,88.08
2024-02-06,Bureau_Central,Bureaux,electricite,399.1
2023-08-10,Usine_B,Production,gaz,184.67
2023-02-15,Entrepot_Nord,Production,electricite,709.57
2023-12-02,Bureau_Central,Bureaux,electricite,90.13
2024-05-29,Entrepot_Nord,Eclairage,electricite,342.4
2024-11-01,Entrepot_Nord,Production,electricite,396.24
2023-01-19,Usine_B,Production,gaz,604.05
2023-08-25,Entrepot_Nord,Production,gaz,411.12
2024-04-24,Usine_A,Production,electricite,919.98
2024-12-10,Usine_A,Eclairage,electricite,659.9
2023-10-13,Usine_A,Production,gaz,881.04
2024-08-31,Usine_A,Eclairage,electricite,516.14
2024-02-26,Usine_B,Production,gaz,445.31
2023-12-20,Usine_A,Production,gaz,1049.52
2023-10-20,Usine_A,Eclairage,electricite,597.84
2023-01-16,Usine_A,Production,gaz,613.88
2024-04-25,Usine_A,Production,electricite,208.71
2023-05-25,Entrepot_Nord,Production,gaz,458.02
2023-08-04,Usine_B,Production,gaz,442.35
2024-03-07,Entrepot_Nord,Production,gaz,954.79
2024-05-11,Bureau_Central,Bureaux,gaz,692.15
2024-08-30,Entrepot_Nord,Production,gaz,441.55
2023-11-26,Usine_B,Climatisation,electricite,99.99
2023-05-09,Usine_B,Production,gaz,314.69
2024-12-09,Usine_B,Production,electricite,725.18
2023-08-08,Usine_A,Production,gaz,432.72
2024-11-19,Entrepot_Nord,Production,electricite,726.91
2024-12-01,Usine_B,Production,electricite,576.65
2024-10-15,Bureau_Central,Climatisation,electricite,123.34
2023-10-24,Usine_A,Production,electricite,401.16
2024-11-17,Usine_B,Production,gaz,798.7
2024-02-21,Usine_A,Production,gaz,527.91
2024-09-05,Usine_B,Climatisation,electricite,371.03
2024-01-09,Bureau_Central,Bureaux,electricite,772.65
2024-01-02,Usine_A,Production,gaz,1042.54
2024-08-14,Entrepot_Nord,Eclairage,electricite,574.04
2023-11-15,Usine_A,Production,electricite,319.61
2023-09-24,Usine_B,Production,gaz,487.74
2023-12-28,Bureau_Central,Climatisation,electricite,125.57
2023-04-23,Usine_A,Production,gaz,275.55
2023-06-19,Usine_A,Eclairage,electricite,418.47
2023-09-20,Usine_B,Production,gaz,459.36
2023-07-23,Usine_B,Production,gaz,359.67
2023-05-03,Bureau_Central,Bureaux,electricite,299.66
2023-03-26,Usine_B,Production,gaz,285.96
2023-02-12,Usine_B,Production,electricite,235.97
2024-03-28,Usine_B,Production,gaz,322.69
2024-06-19,Usine_B,Climatisation,electricite,178.36
2023-11-15,Entrepot_Nord,Production,gaz,240.08
2023-01-01,Entrepot_Nord,Eclairage,electricite,429.44
2023-06-15,Usine_A,Production,gaz,506.0
2024-07-11,Usine_A,Production,gaz,456.54
2023-04-08,Usine_A,Production,gaz,312.42
2024-03-15,Bureau_Central,Bureaux,gaz,881.96
2023-09-15,Entrepot_Nord,Eclairage,electricite,277.91
2023-03-19,Usine_A,Eclairage,electricite,175.18
2023-04-17,Usine_B,Production,gaz,304.36
2023-03-20,Bureau_Central,Climatisation,electricite,105.62
2023-07-21,Bureau_Central,Bureaux,electricite,456.27
2024-05-19,Usine_A,Production,electricite,470.89
2023-03-12,Usine_A,Production,electricite,733.54
2024-11-29,Entrepot_Nord,Production,gaz,948.58
2023-05-18,Usine_A,Production,gaz,313.87
2024-07-09,Usine_A,Eclairage,electricite,308.48
2024-09-09,Bureau_Central,Climatisation,electricite,255.55
2024-02-06,Usine_B,Production,electricite,576.93
2024-01-05,Bureau_Central,Bureaux,gaz,565.49
2024-02-23,Usine_B,Production,gaz,485.16
2024-02-10,Entrepot_Nord,Production,gaz,286.59
2023-03-13,Entrepot_Nord,Production,electricite,841.52
2023-04-27,Usine_A,Production,electricite,712.37
2024-06-14,Usine_A,Production,electricite,122.62
2023-11-27,Usine_B,Climatisation,electricite,184.73
2024-05-29,Usine_A,Production,gaz,334.6
2023-03-31,Usine_B,Production,electricite,525.02
2023-09-05,Entrepot_Nord,Production,electricite,141.42
2023-11-05,Bureau_Central,Bureaux,gaz,335.27
2024-12-14,Entrepot_Nord,Production,electricite,357.3
2023-01-06,Usine_B,Production,gaz,1233.17
2024-03-01,Usine_A,Eclairage,electricite,119.15
2023-07-27,Usine_A,Production,electricite,129.4
2024-10-02,Bureau_Central,Climatisation,electricite,455.65
2023-09-28,Usine_A,Production,gaz,271.02
2024-09-07,Bureau_Central,Bureaux,electricite,678.74
2024-08-14,Usine_B,Climatisation,electricite,381.31
2023-04-14,Bureau_Central,Bureaux,electricite,479.73
2024-03-12,Entrepot_Nord,Production,gaz,416.0
2023-02-23,Entrepot_Nord,Eclairage,electricite,400.64
2023-09-29,Usine_A,Production,gaz,252.55
2024-03-11,Usine_A,Eclairage,electricite,450.74
2023-11-27,Bureau_Central,Climatisation,electricite,154.05
2024-01-20,Usine_A,Production,gaz,590.19
2024-02-06,Entrepot_Nord,Production,electricite,222.22
2023-11-03,Bureau_Central,Climatisation,electricite,236.81
2023-02-24,Bureau_Central,Bureaux,gaz,641.21
2023-06-28,Bureau_Central,Bureaux,electricite,439.05
2023-12-18,Usine_B,Climatisation,electricite,46.73
2023-11-20,Bureau_Central,Bureaux,gaz,958.98
2023-07-03,Entrepot_Nord,Eclairage,electricite,350.9
2023-06-27,Usine_B,Climatisation,electricite,364.05
2024-04-11,Usine_B,Production,electricite,634.63
2023-10-02,Usine_A,Production,electricite,631.29
2023-09-18,Usine_A,Eclairage,electricite,143.1
2023-04-16,Usine_B,Production,gaz,624.86
2024-02-23,Usine_B,Production,electricite,333.51
2024-05-07,Bureau_Central,Bureaux,electricite,388.59
2023-06-21,Entrepot_Nord,Eclairage,electricite,325.87
2023-07-29,Bureau_Central,Bureaux,gaz,116.52
2023-08-20,Entrepot_Nord,Production,gaz,458.95
2023-07-18,Usine_B,Production,gaz,361.51
2024-06-01,Usine_A,Production,electricite,500.9
2023-02-09,Bureau_Central,Climatisation,electricite,188.75
2023-07-02,Usine_A,Eclairage,electricite,322.02
2023-04-06,Entrepot_Nord,Eclairage,electricite,593.82
2024-04-06,Bureau_Central,Climatisation,electricite,126.9
2024-07-13,Entrepot_Nord,Production,electricite,607.54
2023-10-30,Bureau_Central,Bureaux,electricite,443.19
2024-01-10,Entrepot_Nord,Production,gaz,424.12
2024-07-10,Usine_A,Eclairage,electricite,459.8
2023-07-24,Usine_A,Eclairage,electricite,483.91
2023-10-12,Bureau_Central,Bureaux,electricite,248.12
2024-12-23,Usine_B,Production,gaz,958.83
2024-04-19,Usine_B,Production,gaz,431.29
2024-11-07,Usine_B,Climatisation,electricite,195.04
2023-10-31,Bureau_Central,Bureaux,gaz,515.11
2023-05-15,Usine_A,Eclairage,electricite,608.95
2023-12-05,Bureau_Central,Bureaux,electricite,733.93
2024-03-01,Bureau_Central,Bureaux,electricite,553.21
2024-12-28,Usine_A,Production,gaz,942.64
2024-09-10,Bureau_Central,Bureaux,gaz,249.52
2023-10-29,Entrepot_Nord,Production,gaz,332.97
2024-03-10,Entrepot_Nord,Production,gaz,6734.978920245948
2023-04-08,Usine_A,Production,electricite,198.74
2024-11-04,Usine_A,Eclairage,electricite,382.97
2024-09-03,Bureau_Central,Bureaux,gaz,
2024-11-15,Usine_B,Climatisation,electricite,200.4
2024-04-10,Entrepot_Nord,Production,gaz,816.37
2024-09-05,Entrepot_Nord,Production,gaz,371.65
2023-08-18,Usine_B,Production,gaz,348.3
2023-10-18,Usine_B,Production,electricite,120.46
2023-03-21,Bureau_Central,Bureaux,electricite,618.93
2024-05-31,Bureau_Central,Bureaux,electricite,668.78
2023-08-29,Usine_B,Production,electricite,710.14
2023-02-01,Usine_B,Production,electricite,578.4
2024-04-23,Usine_B,Production,gaz,301.92
2023-02-02,Usine_A,Production,gaz,1020.27
2024-02-09,Entrepot_Nord,Eclairage,electricite,513.56
2024-02-17,Usine_A,Production,gaz,961.58
2024-04-07,Usine_B,Climatisation,electricite,345.58
2024-03-02,Usine_A,Production,gaz,737.19
2024-01-15,Bureau_Central,Climatisation,electricite,82.47
2024-03-04,Bureau_Central,Bureaux,electricite,507.96
2024-06-21,Bureau_Central,Bureaux,electricite,149.44
2024-07-23,Usine_B,Production,electricite,623.24
2024-05-10,Entrepot_Nord,Eclairage,electricite,
2024-04-11,Usine_A,Production,electricite,424.66
2023-07-24,Usine_B,Production,gaz,279.1
2023-01-22,Usine_B,Production,electricite,214.3
2024-07-13,Entrepot_Nord,Production,gaz,236.39
2024-12-08,Bureau_Central,Climatisation,electricite,50.25
2023-05-20,Usine_A,Production,gaz,205.36
2024-06-02,Entrepot_Nord,Production,electricite,511.72
2024-11-07,Bureau_Central,Bureaux,gaz,261.86
2024-12-27,Usine_A,Production,gaz,294.29
2023-11-19,Usine_A,Eclairage,electricite,414.29
2023-02-09,Entrepot_Nord,Eclairage,electricite,134.72
2024-11-21,Usine_B,Climatisation,electricite,254.57
2024-03-25,Bureau_Central,Climatisation,electricite,294.11
2023-04-24,Entrepot_Nord,Production,gaz,652.67
2023-08-05,Usine_B,Climatisation,electricite,274.43
2024-08-18,Bureau_Central,Bureaux,gaz,261.87
2024-05-20,Usine_A,Eclairage,electricite,909.18
2024-02-14,Usine_A,Production,electricite,691.85
2024-08-10,Bureau_Central,Bureaux,electricite,662.71
2024-01-06,Usine_B,Production,electricite,674.62
2024-08-05,Bureau_Central,Climatisation,electricite,265.76
2023-08-02,Usine_B,Production,electricite,495.35
2023-08-15,Entrepot_Nord,Production,gaz,419.62
2024-12-07,Bureau_Central,Bureaux,gaz,829.32
2024-02-16,Usine_B,Production,electricite,291.36
2024-08-31,Usine_B,Climatisation,electricite,628.85
2024-07-28,Usine_A,Production,gaz,224.35
2024-07-28,Bureau_Central,Bureaux,electricite,391.21
2023-02-13,Bureau_Central,Bureaux,gaz,393.79
2024-01-19,Usine_B,Production,electricite,563.3
2024-03-25,Entrepot_Nord,Eclairage,electricite,550.3
2024-03-26,Usine_A,Production,electricite,369.68
2023-07-20,Entrepot_Nord,Eclairage,electricite,346.49
2023-08-19,Bureau_Central,Climatisation,electricite,246.79
2024-06-30,Usine_B,Climatisation,electricite,666.83
2024-03-27,Usine_A,Production,electricite,165.67
2024-06-17,Usine_B,Production,gaz,473.73
2023-07-22,Entrepot_Nord,Production,gaz,385.8
2024-10-07,Entrepot_Nord,Production,electricite,727.5
2023-09-14,Bureau_Central,Bureaux,gaz,295.37
2023-09-09,Bureau_Central,Bureaux,gaz,221.55
2023-05-12,Usine_B,Production,electricite,262.72
2024-04-08,Usine_A,Eclairage,electricite,144.24
2024-07-12,Usine_B,Production,gaz,325.04
2024-12-26,Bureau_Central,Climatisation,electricite,146.09
2023-02-18,Usine_A,Production,electricite,753.13
2023-07-30,Usine_B,Climatisation,electricite,742.52
2024-09-08,Entrepot_Nord,Production,gaz,248.71
2023-12-31,Usine_B,Climatisation,electricite,89.91
2023-01-08,Entrepot_Nord,Eclairage,electricite,645.5
2024-08-17,Entrepot_Nord,Production,electricite,547.82
2024-04-17,Usine_B,Production,gaz,877.54
2023-10-02,Entrepot_Nord,Eclairage,electricite,204.51
2023-11-21,Usine_A,Production,electricite,707.14
2023-10-12,Entrepot_Nord,Eclairage,electricite,871.94
2024-05-21,Usine_A,Production,electricite,276.55
2024-05-23,Bureau_Central,Bureaux,electricite,502.33
2024-07-30,Bureau_Central,Climatisation,electricite,333.63
2023-01-12,Bureau_Central,Bureaux,electricite,1892.4199344455594
2024-02-14,Bureau_Central,Climatisation,electricite,152.33
2024-07-26,Entrepot_Nord,Production,gaz,231.33
2024-12-01,Entrepot_Nord,Production,electricite,604.46
2024-03-06,Bureau_Central,Bureaux,gaz,795.4
2024-01-27,Entrepot_Nord,Eclairage,electricite,168.96
2023-06-26,Entrepot_Nord,Production,electricite,142.32
2023-11-06,Usine_A,Production,electricite,713.94
2023-01-09,Usine_A,Production,electricite,500.45
2023-05-06,Usine_A,Eclairage,electricite,198.85
2024-05-29,Entrepot_Nord,Production,electricite,325.2
2024-05-04,Bureau_Central,Climatisation,electricite,168.78
2023-05-22,Usine_B,Production,gaz,457.51
2023-12-16,Usine_A,Production,gaz,1078.23
2023-12-28,Usine_A,Production,electricite,816.62
2024-07-29,Bureau_Central,Bureaux,electricite,973.51
2024-01-17,Entrepot_Nord,Production,electricite,690.22
2023-12-29,Entrepot_Nord,Production,gaz,945.59
2023-03-09,Entrepot_Nord,Eclairage,electricite,674.51
2023-06-08,Bureau_Central,Climatisation,electricite,472.33
2023-05-31,Bureau_Central,Climatisation,electricite,643.5
2024-06-01,Bureau_Central,Climatisation,electricite,279.8
2023-12-08,Bureau_Central,Bureaux,electricite,333.29
2023-11-08,Usine_B,Production,electricite,363.54
2023-07-26,Entrepot_Nord,Production,gaz,492.84
2023-07-31,Bureau_Central,Bureaux,electricite,408.16
2024-10-06,Bureau_Central,Bureaux,gaz,736.84
2023-01-18,Usine_A,Production,electricite,461.2
2023-07-03,Entrepot_Nord,Production,electricite,575.9
2023-11-22,Usine_A,Production,gaz,332.82
2024-08-23,Entrepot_Nord,Production,electricite,654.76
2023-06-21,Bureau_Central,Bureaux,electricite,425.99
2023-12-29,Usine_B,Production,gaz,629.07
2024-01-19,Usine_B,Climatisation,electricite,156.27
2024-09-28,Usine_B,Production,gaz,787.02
2023-09-18,Entrepot_Nord,Production,gaz,163.73
2024-11-16,Bureau_Central,Bureaux,gaz,982.8
2023-12-13,Usine_B,Production,electricite,203.77
2023-09-09,Usine_B,Production,gaz,546.64
2023-12-22,Usine_B,Production,electricite,751.27
2024-08-09,Usine_B,Production,electricite,223.02
2024-12-07,Usine_B,Climatisation,electricite,197.27
2024-04-23,Entrepot_Nord,Eclairage,electricite,644.01
2024-03-21,Bureau_Central,Climatisation,electricite,128.94
2023-11-09,Usine_A,Eclairage,electricite,553.64
2024-08-03,Bureau_Central,Bureaux,electricite,206.39
2023-07-23,Entrepot_Nord,Eclairage,electricite,450.29
2024-06-02,Entrepot_Nord,Production,gaz,225.38
2023-10-08,Bureau_Central,Bureaux,electricite,816.37
2023-08-02,Bureau_Central,Bureaux,electricite,390.73
2024-07-27,Usine_B,Production,gaz,286.42
2024-03-22,Bureau_Central,Bureaux,electricite,410.64
2023-05-28,Bureau_Central,Bureaux,gaz,236.81
2023-01-24,Entrepot_Nord,Production,electricite,531.23
2024-10-08,Bureau_Central,Bureaux,electricite,201.17
2023-12-31,Usine_A,Production,electricite,730.84
2023-09-12,Bureau_Central,Bureaux,electricite,296.29
2024-01-23,Bureau_Central,Bureaux,electricite,246.67
2024-11-08,Usine_A,Production,electricite,420.91
2023-10-30,Usine_B,Climatisation,electricite,326.81
2023-02-14,Usine_A,Production,electricite,142.91
2023-08-08,Bureau_Central,Bureaux,gaz,283.54
2023-04-05,Usine_A,Eclairage,electricite,814.54
2023-01-03,Bureau_Central,Climatisation,electricite,110.72
2023-09-19,Entrepot_Nord,Production,electricite,251.31
2024-05-19,Entrepot_Nord,Production,gaz,334.02
2023-07-31,Usine_B,Production,gaz,365.61
2023-09-11,Usine_A,Eclairage,electricite,350.61
2023-05-15,Bureau_Central,Bureaux,electricite,632.91
2023-02-23,Entrepot_Nord,Production,electricite,694.41
2023-02-17,Bureau_Central,Bureaux,electricite,936.01
2023-05-10,Entrepot_Nord,Eclairage,electricite,515.3
2023-05-21,Bureau_Central,Climatisation,electricite,241.85
2024-08-15,Usine_B,Production,gaz,460.86
2023-11-09,Usine_B,Production,electricite,156.61
2023-12-31,Bureau_Central,Bureaux,electricite,746.66
2024-06-13,Entrepot_Nord,Production,gaz,197.68
2023-10-31,Bureau_Central,Bureaux,electricite,95.85
2024-12-02,Entrepot_Nord,Production,electricite,301.42
2024-02-02,Bureau_Central,Bureaux,electricite,410.7
2024-04-17,Entrepot_Nord,Production,gaz,735.61
2024-08-19,Bureau_Central,Bureaux,gaz,303.74
2024-07-06,Bureau_Central,Bureaux,electricite,407.5
2024-04-29,Usine_A,Production,gaz,231.42
2024-11-16,Usine_B,Climatisation,electricite,211.83
2024-12-26,Bureau_Central,Bureaux,gaz,373.16
2024-06-23,Usine_A,Production,gaz,315.23
2024-07-11,Entrepot_Nord,Eclairage,electricite,375.06
2023-04-04,Entrepot_Nord,Production,gaz,862.48
2023-05-06,Entrepot_Nord,Production,electricite,434.77
2024-06-25,Usine_B,Production,gaz,522.18
2024-03-08,Usine_A,Production,gaz,-389.07
2023-08-21,Entrepot_Nord,Eclairage,electricite,535.34
2024-07-31,Entrepot_Nord,Production,electricite,535.93
2024-04-16,Usine_A,Eclairage,electricite,642.74
2024-01-27,Usine_A,Eclairage,electricite,768.41
2023-11-29,Usine_A,Production,gaz,1016.28
2024-02-15,Usine_A,Production,gaz,846.15
2023-01-27,Bureau_Central,Climatisation,electricite,52.18
2024-01-22,Entrepot_Nord,Eclairage,electricite,253.9
2024-12-20,Usine_A,Production,gaz,690.32
2023-08-09,Bureau_Central,Bureaux,electricite,459.81
2024-06-22,Entrepot_Nord,Production,gaz,394.55
2023-01-16,Usine_B,Climatisation,electricite,165.87
2024-07-28,Entrepot_Nord,Eclairage,electricite,250.64
2023-12-24,Bureau_Central,Climatisation,electricite,138.0
2024-06-10,Bureau_Central,Bureaux,gaz,475.73
2024-05-02,Bureau_Central,Bureaux,gaz,371.22
2023-12-11,Entrepot_Nord,Production,gaz,720.69
2023-02-04,Usine_A,Production,electricite,646.65
2024-11-20,Bureau_Central,Climatisation,electricite,209.48
2023-09-29,Bureau_Central,Climatisation,electricite,222.04
2023-05-24,Entrepot_Nord,Production,gaz,206.27
2024-05-30,Usine_B,Production,gaz,501.24
2023-10-05,Entrepot_Nord,Production,electricite,460.85
2023-11-28,Usine_B,Climatisation,electricite,1824.0964781634539
2024-01-20,Usine_A,Eclairage,electricite,586.13
2023-06-21,Usine_A,Production,electricite,
2023-08-07,Bureau_Central,Climatisation,electricite,723.95
2023-01-06,Entrepot_Nord,Production,electricite,300.84
2023-10-13,Usine_A,Production,electricite,326.77
2024-02-05,Usine_B,Production,electricite,336.73
2024-08-24,Usine_B,Climatisation,electricite,626.71
2023-03-24,Usine_A,Production,gaz,
2024-10-03,Bureau_Central,Climatisation,electricite,451.6
2023-05-02,Entrepot_Nord,Production,gaz,732.55
2024-01-05,Usine_A,Eclairage,electricite,821.48
2024-02-29,Usine_B,Production,gaz,551.16
2023-07-13,Usine_B,Production,gaz,274.44
2023-01-10,Usine_B,Production,gaz,924.9
2024-01-07,Entrepot_Nord,Production,electricite,466.26
2023-07-27,Entrepot_Nord,Production,gaz,169.03
2023-09-21,Usine_B,Production,electricite,453.81
2024-07-01,Bureau_Central,Bureaux,electricite,442.5
2023-03-03,Bureau_Central,Bureaux,gaz,501.45
2024-07-11,Usine_A,Production,electricite,737.43
2023-11-15,Usine_B,Climatisation,electricite,277.54
2023-04-04,Bureau_Central,Bureaux,gaz,243.79
2023-06-11,Usine_A,Eclairage,electricite,247.89
2024-01-17,Entrepot_Nord,Eclairage,electricite,584.88
2023-10-24,Usine_A,Eclairage,electricite,561.18
2024-10-31,Entrepot_Nord,Production,electricite,692.53
2023-04-08,Bureau_Central,Climatisation,electricite,57.65
2023-02-13,Usine_B,Climatisation,electricite,56.34
2024-07-23,Usine_A,Production,gaz,475.92
2024-08-11,Usine_A,Eclairage,electricite,134.98
2023-10-30,Usine_B,Production,gaz,234.68
2023-08-25,Entrepot_Nord,Eclairage,electricite,97.28
2023-09-24,Entrepot_Nord,Eclairage,electricite,389.91
2023-10-20,Bureau_Central,Bureaux,electricite,505.23
2024-08-24,Bureau_Central,Bureaux,gaz,185.06
2023-02-15,Usine_B,Production,electricite,367.79
2024-06-01,Entrepot_Nord,Production,electricite,139.46
2024-12-15,Usine_B,Climatisation,electricite,90.82
2023-10-04,Bureau_Central,Climatisation,electricite,331.8
2024-10-06,Bureau_Central,Bureaux,electricite,491.48
2024-09-04,Usine_A,Production,electricite,599.89
2023-02-21,Entrepot_Nord,Production,gaz,783.01
2024-10-07,Usine_A,Production,electricite,162.71
2024-02-27,Usine_B,Climatisation,electricite,144.41
2024-11-24,Usine_A,Production,electricite,444.98
2023-11-30,Usine_B,Climatisation,electricite,178.24
2024-05-24,Usine_B,Production,gaz,388.26
2024-11-21,Entrepot_Nord,Production,gaz,1008.79
2024-07-04,Entrepot_Nord,Production,electricite,486.14
2024-04-06,Usine_B,Production,gaz,580.19
2024-07-10,Entrepot_Nord,Production,electricite,477.82
2023-08-31,Entrepot_Nord,Production,gaz,273.14
2024-10-18,Usine_A,Eclairage,electricite,576.91
2023-09-18,Entrepot_Nord,Production,electricite,246.64
2024-10-18,Bureau_Central,Bureaux,electricite,421.69
2023-04-09,Entrepot_Nord,Production,electricite,347.27
2024-09-02,Usine_B,Production,electricite,482.68
2024-12-28,Entrepot_Nord,Production,electricite,559.95
