date,batiment,zone,kwh,temperature_ext,occupation_pct,type_energie
2025-04-23,Usine Sud,Tertiaire,30.58,16.88,64.9,electricite
2025-04-23,Usine Sud,Maintenance,13.17,16.88,64.9,electricite
2025-04-24,Usine Nord,Production,234.29,15.04,88.5,electricite
2025-04-24,Usine Nord,Tertiaire,36.01,15.04,88.5,electricite
2025-04-24,Usine Nord,Logistique,63.63,15.04,88.5,gaz
2025-04-24,Usine Sud,Production,125.65,15.04,88.5,gaz
2025-04-24,Usine Sud,Maintenance,60.55,15.04,88.5,gaz
2025-04-24,Usine Sud,Maintenance,46.57,15.04,88.5,electricite
2025-04-25,Usine Nord,Production,117.55,16.15,90.0,gaz
2025-04-25,Usine Nord,Production,257.08,16.15,90.0,electricite
2025-04-25,Usine Nord,Tertiaire,60.9,16.15,90.0,gaz
2025-04-25,Usine Nord,Tertiaire,30.83,16.15,90.0,electricite
2025-04-25,Usine Nord,Logistique,52.4,16.15,90.0,gaz
2025-04-25,Usine Nord,Maintenance,52.79,16.15,90.0,gaz
2025-04-25,Usine Sud,Production,243.17,16.15,90.0,electricite
2025-04-25,Usine Sud,Tertiaire,53.54,16.15,90.0,gaz
2025-04-25,Usine Sud,Maintenance,49.18,16.15,90.0,gaz
2025-04-25,Usine Sud,Maintenance,5.06,16.15,90.0,electricite
2025-04-26,Usine Nord,Production,139.23,12.78,65.5,gaz
2025-04-26,Usine Nord,Production,250.65,12.78,65.5,electricite
2025-04-26,Usine Nord,Tertiaire,70.59,12.78,65.5,gaz
2025-04-26,Usine Nord,Maintenance,32.71,12.78,65.5,electricite
2025-04-26,Usine Sud,Production,144.74,12.78,65.5,gaz
2025-04-26,Usine Sud,Production,236.91,12.78,65.5,electricite
2025-04-26,Usine Sud,Tertiaire,73.65,12.78,65.5,gaz
2025-04-26,Usine Sud,Logistique,79.32,12.78,65.5,gaz
2025-04-26,Usine Sud,Logistique,54.16,12.78,65.5,electricite
2025-04-27,Usine Nord,Tertiaire,22.14,10.16,40.0,electricite
2025-04-27,Usine Nord,Maintenance,86.36,10.16,40.0,gaz
2025-04-27,Usine Sud,Production,156.8,10.16,40.0,gaz
2025-04-27,Usine Sud,Production,239.43,10.16,40.0,electricite
2025-04-27,Usine Sud,Tertiaire,84.33,10.16,40.0,gaz
2025-04-27,Usine Sud,Tertiaire,17.31,10.16,40.0,electricite
2025-04-27,Usine Sud,Logistique,85.97,10.16,40.0,gaz
2025-04-27,Usine Sud,Logistique,31.23,10.16,40.0,electricite
2025-04-28,Usine Nord,Tertiaire,76.54,12.33,38.2,gaz
2025-04-28,Usine Nord,Tertiaire,36.84,12.33,38.2,electricite
2025-04-28,Usine Nord,Maintenance,31.57,12.33,38.2,electricite
2025-04-28,Usine Sud,Logistique,71.84,12.33,38.2,gaz
2025-04-28,Usine Sud,Logistique,40.15,12.33,38.2,electricite
2025-04-28,Usine Sud,Maintenance,69.98,12.33,38.2,gaz
2025-04-29,Usine Nord,Tertiaire,103.32,6.88,39.2,gaz
2025-04-29,Usine Nord,Tertiaire,30.97,6.88,39.2,electricite
2025-04-29,Usine Nord,Logistique,98.18,6.88,39.2,gaz
2025-04-29,Usine Nord,Maintenance,94.82,6.88,39.2,gaz
2025-04-29,Usine Nord,Maintenance,28.77,6.88,39.2,electricite
2025-04-29,Usine Sud,Production,238.49,6.88,39.2,electricite
2025-04-29,Usine Sud,Maintenance,21.68,6.88,39.2,electricite
2025-04-30,Usine Nord,Production,146.49,11.36,56.2,gaz
2025-04-30,Usine Sud,Production,145.81,11.36,56.2,gaz
2025-04-30,Usine Sud,Maintenance,24.16,11.36,56.2,electricite
2025-05-01,Usine Nord,Production,123.96,16.04,83.2,gaz
2025-05-01,Usine Nord,Tertiaire,52.4,16.04,83.2,gaz
2025-05-01,Usine Nord,Maintenance,46.16,16.04,83.2,gaz
2025-05-01,Usine Sud,Production,234.11,16.04,83.2,electricite
2025-05-01,Usine Sud,Tertiaire,58.38,16.04,83.2,gaz
2025-05-01,Usine Sud,Tertiaire,18.74,16.04,83.2,electricite
2025-05-01,Usine Sud,Logistique,,16.04,83.2,gaz
2025-05-01,Usine Sud,Logistique,37.03,16.04,83.2,electricite
2025-05-02,Usine Nord,Tertiaire,20.43,11.69,88.1,electricite
2025-05-02,Usine Sud,Production,146.34,11.69,88.1,gaz
2025-05-02,Usine Sud,Tertiaire,46.76,11.69,88.1,electricite
2025-05-02,Usine Sud,Logistique,79.84,11.69,88.1,gaz
2025-05-02,Usine Sud,Maintenance,75.31,11.69,88.1,gaz
2025-05-03,Usine Nord,Production,126.28,15.57,82.0,gaz
2025-05-03,Usine Nord,Tertiaire,56.17,15.57,82.0,gaz
2025-05-03,Usine Nord,Maintenance,33.39,15.57,82.0,electricite
2025-05-03,Usine Sud,Production,128.87,15.57,82.0,gaz
2025-05-03,Usine Sud,Tertiaire,25.04,15.57,82.0,electricite
2025-05-03,Usine Sud,Logistique,28.28,15.57,82.0,electricite
2025-05-03,Usine Sud,Maintenance,51.93,15.57,82.0,gaz
2025-05-04,Usine Nord,Production,213.56,20.7,46.3,electricite
2025-05-04,Usine Nord,Tertiaire,34.39,20.7,46.3,gaz
2025-05-04,Usine Nord,Logistique,31.17,20.7,46.3,gaz
2025-05-04,Usine Nord,Maintenance,27.09,20.7,46.3,gaz
2025-05-04,Usine Sud,Production,100.31,20.7,46.3,gaz
2025-05-04,Usine Sud,Tertiaire,44.62,20.7,46.3,electricite
2025-05-04,Usine Sud,Maintenance,34.08,20.7,46.3,gaz
2025-05-05,Usine Nord,Production,229.69,13.2,20.0,electricite
2025-05-05,Usine Nord,Logistique,62.99,13.2,20.0,gaz
2025-05-05,Usine Nord,Logistique,26.45,13.2,20.0,electricite
2025-05-05,Usine Sud,Tertiaire,70.33,13.2,20.0,gaz
2025-05-05,Usine Sud,Logistique,37.15,13.2,20.0,electricite
2025-05-05,Usine Sud,Maintenance,70.13,13.2,20.0,gaz
2025-05-06,Usine Nord,Production,123.42,16.0,41.9,gaz
2025-05-06,Usine Nord,Tertiaire,54.86,16.0,41.9,gaz
2025-05-06,Usine Nord,Logistique,52.92,16.0,41.9,gaz
2025-05-06,Usine Nord,Maintenance,47.48,16.0,41.9,gaz
2025-05-06,Usine Sud,Production,123.61,16.0,41.9,gaz
2025-05-07,Usine Nord,Production,157.28,10.56,61.9,gaz
2025-05-07,Usine Nord,Tertiaire,83.77,10.56,61.9,gaz
2025-05-07,Usine Nord,Logistique,83.26,10.56,61.9,gaz
2025-05-07,Usine Nord,Logistique,44.54,10.56,61.9,electricite
2025-05-07,Usine Nord,Maintenance,20.11,10.56,61.9,electricite
2025-05-07,Usine Sud,Logistique,85.55,10.56,61.9,gaz
2025-05-08,Usine Nord,Logistique,42.64,18.19,81.6,gaz
2025-05-08,Usine Nord,Maintenance,45.71,18.19,81.6,gaz
2025-05-08,Usine Nord,Maintenance,21.95,18.19,81.6,electricite
2025-05-08,Usine Sud,Production,114.43,18.19,81.6,gaz
2025-05-08,Usine Sud,Production,232.29,18.19,81.6,electricite
2025-05-08,Usine Sud,Tertiaire,45.11,18.19,81.6,gaz
2025-05-08,Usine Sud,Logistique,46.73,18.19,81.6,gaz
2025-05-08,Usine Sud,Maintenance,47.42,18.19,81.6,gaz
2025-05-09,Usine Nord,Tertiaire,47.36,18.36,80.5,electricite
2025-05-09,Usine Nord,Logistique,47.37,18.36,80.5,gaz
2025-05-09,Usine Nord,Logistique,25.4,18.36,80.5,electricite
2025-05-09,Usine Sud,Tertiaire,41.83,18.36,80.5,gaz
2025-05-09,Usine Sud,Logistique,29.16,18.36,80.5,electricite
2025-05-09,Usine Sud,Maintenance,48.03,18.36,80.5,gaz
2025-05-09,Usine Sud,Maintenance,26.58,18.36,80.5,electricite
2025-05-10,Usine Nord,Tertiaire,33.58,13.78,76.8,electricite
2025-05-10,Usine Nord,Logistique,38.48,13.78,76.8,electricite
2025-05-10,Usine Nord,Maintenance,66.48,13.78,76.8,gaz
2025-05-10,Usine Nord,Maintenance,24.49,13.78,76.8,electricite
2025-05-10,Usine Sud,Production,138.3,13.78,76.8,gaz
2025-05-10,Usine Sud,Maintenance,60.26,13.78,76.8,gaz
2025-05-11,Usine Nord,Production,138.02,13.03,57.3,gaz
2025-05-11,Usine Nord,Production,240.75,13.03,57.3,electricite
2025-05-11,Usine Nord,Tertiaire,69.34,13.03,57.3,gaz
2025-05-11,Usine Nord,Logistique,74.17,13.03,57.3,gaz
2025-05-11,Usine Nord,Logistique,43.0,13.03,57.3,electricite
2025-05-11,Usine Nord,Maintenance,0.5,13.03,57.3,electricite
2025-05-11,Usine Sud,Production,144.25,13.03,57.3,gaz
2025-05-11,Usine Sud,Maintenance,65.38,13.03,57.3,gaz
2025-05-11,Usine Sud,Maintenance,12.48,13.03,57.3,electricite
2025-05-12,Usine Nord,Production,125.95,14.78,36.4,gaz
2025-05-12,Usine Nord,Tertiaire,59.41,14.78,36.4,gaz
2025-05-12,Usine Nord,Logistique,38.97,14.78,36.4,electricite
2025-05-12,Usine Nord,Maintenance,59.46,14.78,36.4,gaz
2025-05-12,Usine Nord,Maintenance,30.99,14.78,36.4,electricite
2025-05-12,Usine Sud,Production,135.31,14.78,36.4,gaz
2025-05-12,Usine Sud,Tertiaire,62.78,14.78,36.4,gaz
2025-05-12,Usine Sud,Maintenance,58.05,14.78,36.4,gaz
2025-05-13,Usine Nord,Production,243.32,12.53,35.2,electricite
2025-05-13,Usine Nord,Tertiaire,16.34,12.53,35.2,electricite
2025-05-13,Usine Nord,Maintenance,68.81,12.53,35.2,gaz
2025-05-13,Usine Nord,Maintenance,28.9,12.53,35.2,electricite
2025-05-13,Usine Sud,Logistique,70.5,12.53,35.2,gaz
2025-05-13,Usine Sud,Maintenance,29.27,12.53,35.2,electricite
2025-05-14,Usine Nord,Production,114.53,18.09,62.6,gaz
2025-05-14,Usine Nord,Logistique,21.71,18.09,62.6,electricite
2025-05-14,Usine Sud,Tertiaire,44.73,18.09,62.6,gaz
2025-05-14,Usine Sud,Tertiaire,29.11,18.09,62.6,electricite
2025-05-14,Usine Sud,Logistique,30.04,18.09,62.6,electricite
2025-05-14,Usine Sud,Maintenance,40.89,18.09,62.6,gaz
2025-05-15,Usine Nord,Production,107.1,19.78,80.3,gaz
2025-05-15,Usine Nord,Tertiaire,39.24,19.78,80.3,gaz
2025-05-15,Usine Nord,Logistique,37.91,19.78,80.3,gaz
2025-05-15,Usine Nord,Logistique,39.0,19.78,80.3,electricite
2025-05-15,Usine Nord,Maintenance,28.15,19.78,80.3,gaz
2025-05-15,Usine Nord,Maintenance,32.8,19.78,80.3,electricite
2025-05-15,Usine Sud,Production,110.65,19.78,80.3,gaz
2025-05-15,Usine Sud,Production,237.76,19.78,80.3,electricite
2025-05-15,Usine Sud,Tertiaire,30.94,19.78,80.3,electricite
2025-05-16,Usine Nord,Production,116.59,17.15,84.7,gaz
2025-05-16,Usine Nord,Production,243.22,17.15,84.7,electricite
2025-05-16,Usine Nord,Tertiaire,37.34,17.15,84.7,electricite
2025-05-16,Usine Nord,Logistique,29.43,17.15,84.7,electricite
2025-05-16,Usine Sud,Logistique,43.11,17.15,84.7,electricite
2025-05-16,Usine Sud,Maintenance,49.28,17.15,84.7,gaz
2025-05-16,Usine Sud,Maintenance,13.02,17.15,84.7,electricite
2025-05-17,Usine Nord,Production,227.46,11.54,78.1,electricite
2025-05-17,Usine Nord,Tertiaire,78.73,11.54,78.1,gaz
2025-05-17,Usine Nord,Tertiaire,17.38,11.54,78.1,electricite
2025-05-17,Usine Nord,Logistique,76.87,11.54,78.1,gaz
2025-05-17,Usine Nord,Logistique,33.31,11.54,78.1,electricite
2025-05-17,Usine Nord,Maintenance,74.02,11.54,78.1,gaz
2025-05-17,Usine Sud,Maintenance,79.1,11.54,78.1,gaz
2025-05-18,Usine Nord,Production,235.25,21.92,49.3,electricite
2025-05-18,Usine Nord,Tertiaire,24.95,21.92,49.3,gaz
2025-05-18,Usine Nord,Logistique,46.03,21.92,49.3,electricite
2025-05-18,Usine Nord,Maintenance,27.11,21.92,49.3,electricite
2025-05-18,Usine Sud,Production,93.47,21.92,49.3,gaz
2025-05-18,Usine Sud,Production,251.87,21.92,49.3,electricite
2025-05-18,Usine Sud,Logistique,32.08,21.92,49.3,gaz
2025-05-18,Usine Sud,Maintenance,22.27,21.92,49.3,gaz
2025-05-19,Usine Nord,Production,114.45,18.74,30.9,gaz
2025-05-19,Usine Nord,Production,254.38,18.74,30.9,electricite
2025-05-19,Usine Nord,Tertiaire,41.04,18.74,30.9,gaz
2025-05-19,Usine Nord,Tertiaire,44.91,18.74,30.9,electricite
2025-05-19,Usine Nord,Logistique,39.64,18.74,30.9,gaz
2025-05-19,Usine Nord,Logistique,33.42,18.74,30.9,electricite
2025-05-19,Usine Sud,Production,109.11,18.74,30.9,gaz
2025-05-19,Usine Sud,Production,222.68,18.74,30.9,electricite
2025-05-19,Usine Sud,Tertiaire,35.13,18.74,30.9,gaz
2025-05-19,Usine Sud,Logistique,14.56,18.74,30.9,electricite
2025-05-19,Usine Sud,Maintenance,21.69,18.74,30.9,electricite
2025-05-20,Usine Nord,Production,109.6,18.16,38.4,gaz
2025-05-20,Usine Nord,Logistique,48.59,18.16,38.4,gaz
2025-05-20,Usine Nord,Maintenance,51.56,18.16,38.4,gaz
2025-05-20,Usine Sud,Tertiaire,43.73,18.16,38.4,gaz
2025-05-20,Usine Sud,Logistique,19.0,18.16,38.4,electricite
2025-05-20,Usine Sud,Maintenance,9.07,18.16,38.4,electricite
2025-05-21,Usine Nord,Production,247.71,12.79,58.4,electricite
2025-05-21,Usine Nord,Tertiaire,69.56,12.79,58.4,gaz
2025-05-21,Usine Nord,Tertiaire,34.42,12.79,58.4,electricite
2025-05-21,Usine Nord,Logistique,74.19,12.79,58.4,gaz
2025-05-21,Usine Nord,Logistique,43.19,12.79,58.4,electricite
2025-05-21,Usine Nord,Maintenance,16.43,12.79,58.4,electricite
2025-05-21,Usine Sud,Production,237.16,12.79,58.4,electricite
2025-05-21,Usine Sud,Logistique,16.2,12.79,58.4,electricite
2025-05-21,Usine Sud,Maintenance,64.96,12.79,58.4,gaz
2025-05-21,Usine Sud,Maintenance,16.62,12.79,58.4,electricite
2025-05-22,Usine Nord,Tertiaire,24.45,17.44,78.4,electricite
2025-05-22,Usine Nord,Logistique,46.31,17.44,78.4,gaz
2025-05-22,Usine Nord,Maintenance,45.18,17.44,78.4,gaz
2025-05-22,Usine Nord,Maintenance,20.49,17.44,78.4,electricite
2025-05-22,Usine Sud,Production,113.69,17.44,78.4,gaz
2025-05-22,Usine Sud,Production,254.18,17.44,78.4,electricite
2025-05-22,Usine Sud,Logistique,48.6,17.44,78.4,gaz
2025-05-22,Usine Sud,Logistique,46.42,17.44,78.4,electricite
2025-05-23,Usine Nord,Production,115.27,18.07,87.9,gaz
2025-05-23,Usine Nord,Tertiaire,47.38,18.07,87.9,gaz
2025-05-23,Usine Nord,Logistique,30.83,18.07,87.9,electricite
2025-05-23,Usine Sud,Maintenance,43.66,18.07,87.9,gaz
2025-05-24,Usine Nord,Logistique,19.85,18.41,76.9,electricite
2025-05-24,Usine Nord,Maintenance,29.02,18.41,76.9,electricite
2025-05-24,Usine Sud,Production,111.18,18.41,76.9,gaz
2025-05-24,Usine Sud,Tertiaire,40.91,18.41,76.9,gaz
2025-05-24,Usine Sud,Logistique,45.91,18.41,76.9,electricite
2025-05-24,Usine Sud,Maintenance,39.96,18.41,76.9,gaz
2025-05-24,Usine Sud,Maintenance,27.22,18.41,76.9,electricite
2025-05-25,Usine Nord,Tertiaire,32.84,19.98,44.6,gaz
2025-05-25,Usine Nord,Tertiaire,10.46,19.98,44.6,electricite
2025-05-25,Usine Nord,Logistique,41.45,19.98,44.6,gaz
2025-05-25,Usine Nord,Logistique,48.91,19.98,44.6,electricite
2025-05-25,Usine Nord,Maintenance,34.29,19.98,44.6,gaz
2025-05-25,Usine Sud,Production,253.12,19.98,44.6,electricite
2025-05-25,Usine Sud,Tertiaire,41.87,19.98,44.6,gaz
2025-05-25,Usine Sud,Tertiaire,26.47,19.98,44.6,electricite
2025-05-26,Usine Nord,Production,126.6,15.86,38.6,gaz
2025-05-26,Usine Nord,Production,250.6,15.86,38.6,electricite
2025-05-26,Usine Nord,Tertiaire,57.84,15.86,38.6,gaz
2025-05-26,Usine Sud,Production,129.92,15.86,38.6,gaz
2025-05-26,Usine Sud,Production,260.66,15.86,38.6,electricite
2025-05-26,Usine Sud,Logistique,53.03,15.86,38.6,gaz
2025-05-26,Usine Sud,Maintenance,35.05,15.86,38.6,electricite
2025-05-27,Usine Nord,Logistique,54.93,17.08,43.0,gaz
2025-05-27,Usine Nord,Logistique,,17.08,43.0,electricite
2025-05-27,Usine Sud,Logistique,52.29,17.08,43.0,gaz
2025-05-27,Usine Sud,Maintenance,22.41,17.08,43.0,electricite
2025-05-28,Usine Nord,Production,123.17,16.4,73.7,gaz
2025-05-28,Usine Nord,Production,251.35,16.4,73.7,electricite
2025-05-28,Usine Nord,Tertiaire,54.64,16.4,73.7,gaz
2025-05-28,Usine Nord,Logistique,53.84,16.4,73.7,gaz
2025-05-28,Usine Nord,Logistique,40.91,16.4,73.7,electricite
2025-05-28,Usine Sud,Logistique,45.8,16.4,73.7,electricite
2025-05-29,Usine Nord,Tertiaire,19.52,18.14,88.1,electricite
2025-05-29,Usine Nord,Maintenance,40.45,18.14,88.1,gaz
2025-05-29,Usine Sud,Logistique,25.57,18.14,88.1,electricite
2025-05-29,Usine Sud,Maintenance,46.58,18.14,88.1,gaz
2025-05-30,Usine Nord,Production,231.92,13.49,86.3,electricite
2025-05-30,Usine Nord,Tertiaire,68.56,13.49,86.3,gaz
2025-05-30,Usine Nord,Tertiaire,45.88,13.49,86.3,electricite
2025-05-30,Usine Nord,Maintenance,68.27,13.49,86.3,gaz
2025-05-30,Usine Nord,Maintenance,33.01,13.49,86.3,electricite
2025-05-30,Usine Sud,Production,246.93,13.49,86.3,electricite
2025-05-30,Usine Sud,Tertiaire,71.17,13.49,86.3,gaz
2025-05-30,Usine Sud,Maintenance,66.53,13.49,86.3,gaz
2025-05-30,Usine Sud,Maintenance,24.92,13.49,86.3,electricite
2025-05-31,Usine Nord,Logistique,24.7,21.97,80.0,gaz
2025-05-31,Usine Sud,Production,97.64,21.97,80.0,gaz
2025-05-31,Usine Sud,Production,252.87,21.97,80.0,electricite
2025-05-31,Usine Sud,Tertiaire,28.31,21.97,80.0,gaz
2025-05-31,Usine Sud,Maintenance,23.99,21.97,80.0,gaz
2025-05-31,Usine Sud,Maintenance,20.35,21.97,80.0,electricite
2025-06-01,Usine Nord,Production,99.6,20.64,43.2,gaz
2025-06-01,Usine Nord,Tertiaire,35.04,20.64,43.2,electricite
2025-06-01,Usine Sud,Production,104.73,20.64,43.2,gaz
2025-06-01,Usine Sud,Tertiaire,31.99,20.64,43.2,gaz
2025-06-01,Usine Sud,Tertiaire,28.24,20.64,43.2,electricite
2025-06-01,Usine Sud,Logistique,22.21,20.64,43.2,electricite
2025-06-01,Usine Sud,Maintenance,18.47,20.64,43.2,electricite
2025-06-02,Usine Nord,Production,92.38,21.63,32.4,gaz
2025-06-02,Usine Nord,Tertiaire,27.78,21.63,32.4,gaz
2025-06-02,Usine Nord,Logistique,23.98,21.63,32.4,gaz
2025-06-02,Usine Nord,Maintenance,31.54,21.63,32.4,electricite
2025-06-02,Usine Sud,Production,98.91,21.63,32.4,gaz
2025-06-02,Usine Sud,Tertiaire,28.43,21.63,32.4,gaz
2025-06-02,Usine Sud,Tertiaire,30.45,21.63,32.4,electricite
2025-06-02,Usine Sud,Logistique,29.7,21.63,32.4,gaz
2025-06-02,Usine Sud,Logistique,46.57,21.63,32.4,electricite
2025-06-03,Usine Nord,Tertiaire,19.62,19.0,32.6,electricite
2025-06-03,Usine Nord,Logistique,40.8,19.0,32.6,gaz
2025-06-03,Usine Nord,Logistique,19.81,19.0,32.6,electricite
2025-06-03,Usine Sud,Tertiaire,44.23,19.0,32.6,gaz
2025-06-03,Usine Sud,Maintenance,40.31,19.0,32.6,electricite
2025-06-04,Usine Nord,Production,95.82,20.47,60.9,gaz
2025-06-04,Usine Nord,Production,239.12,20.47,60.9,electricite
2025-06-04,Usine Nord,Tertiaire,32.24,20.47,60.9,gaz
2025-06-04,Usine Nord,Tertiaire,29.83,20.47,60.9,electricite
2025-06-04,Usine Nord,Logistique,,20.47,60.9,gaz
2025-06-04,Usine Nord,Maintenance,28.6,20.47,60.9,gaz
2025-06-04,Usine Nord,Maintenance,6.38,20.47,60.9,electricite
2025-06-04,Usine Sud,Production,235.73,20.47,60.9,electricite
2025-06-04,Usine Sud,Tertiaire,32.39,20.47,60.9,gaz
2025-06-04,Usine Sud,Maintenance,31.49,20.47,60.9,gaz
2025-06-05,Usine Nord,Production,112.0,18.24,92.8,gaz
2025-06-05,Usine Nord,Tertiaire,44.13,18.24,92.8,gaz
2025-06-05,Usine Nord,Logistique,47.23,18.24,92.8,gaz
2025-06-05,Usine Nord,Logistique,20.59,18.24,92.8,electricite
2025-06-05,Usine Sud,Production,112.91,18.24,92.8,gaz
2025-06-05,Usine Sud,Production,251.81,18.24,92.8,electricite
2025-06-05,Usine Sud,Tertiaire,45.73,18.24,92.8,gaz
2025-06-05,Usine Sud,Logistique,42.33,18.24,92.8,gaz
2025-06-05,Usine Sud,Maintenance,25.98,18.24,92.8,electricite
2025-06-06,Usine Nord,Production,81.83,24.57,86.4,gaz
2025-06-06,Usine Nord,Production,224.95,24.57,86.4,electricite
2025-06-06,Usine Nord,Tertiaire,60.76,24.57,86.4,electricite
2025-06-06,Usine Nord,Maintenance,34.54,24.57,86.4,electricite
2025-06-06,Usine Sud,Production,81.15,24.57,86.4,gaz
2025-06-06,Usine Sud,Production,234.39,24.57,86.4,electricite
2025-06-06,Usine Sud,Tertiaire,10.25,24.57,86.4,gaz
2025-06-06,Usine Sud,Maintenance,6.6,24.57,86.4,gaz
2025-06-06,Usine Sud,Maintenance,23.41,24.57,86.4,electricite
2025-06-07,Usine Nord,Production,124.12,16.21,73.6,gaz
2025-06-07,Usine Nord,Production,230.89,16.21,73.6,electricite
2025-06-07,Usine Nord,Tertiaire,57.51,16.21,73.6,gaz
2025-06-07,Usine Nord,Tertiaire,7.33,16.21,73.6,electricite
2025-06-07,Usine Nord,Maintenance,23.24,16.21,73.6,electricite
2025-06-07,Usine Sud,Tertiaire,59.21,16.21,73.6,gaz
2025-06-07,Usine Sud,Maintenance,23.76,16.21,73.6,electricite
2025-06-08,Usine Nord,Production,126.36,15.98,47.3,gaz
2025-06-08,Usine Nord,Tertiaire,54.78,15.98,47.3,gaz
2025-06-08,Usine Nord,Tertiaire,36.38,15.98,47.3,electricite
2025-06-08,Usine Nord,Logistique,50.38,15.98,47.3,gaz
2025-06-08,Usine Nord,Maintenance,60.61,15.98,47.3,gaz
2025-06-08,Usine Nord,Maintenance,19.08,15.98,47.3,electricite
2025-06-08,Usine Sud,Production,249.03,15.98,47.3,electricite
2025-06-08,Usine Sud,Tertiaire,50.05,15.98,47.3,gaz
2025-06-08,Usine Sud,Tertiaire,25.37,15.98,47.3,electricite
2025-06-08,Usine Sud,Maintenance,51.45,15.98,47.3,gaz
2025-06-08,Usine Sud,Maintenance,45.51,15.98,47.3,electricite
2025-06-09,Usine Nord,Production,112.05,19.79,28.7,gaz
2025-06-09,Usine Nord,Production,235.57,19.79,28.7,electricite
2025-06-09,Usine Nord,Tertiaire,34.39,19.79,28.7,gaz
2025-06-09,Usine Nord,Maintenance,27.13,19.79,28.7,gaz
2025-06-09,Usine Sud,Production,108.84,19.79,28.7,gaz
2025-06-09,Usine Sud,Production,241.99,19.79,28.7,electricite
2025-06-09,Usine Sud,Tertiaire,39.94,19.79,28.7,gaz
2025-06-09,Usine Sud,Tertiaire,39.74,19.79,28.7,electricite
2025-06-10,Usine Nord,Production,232.23,20.8,34.6,electricite
2025-06-10,Usine Nord,Tertiaire,29.63,20.8,34.6,electricite
2025-06-10,Usine Nord,Logistique,39.02,20.8,34.6,electricite
2025-06-10,Usine Nord,Maintenance,45.26,20.8,34.6,electricite
2025-06-10,Usine Sud,Production,235.38,20.8,34.6,electricite
2025-06-10,Usine Sud,Tertiaire,38.04,20.8,34.6,gaz
2025-06-10,Usine Sud,Tertiaire,38.02,20.8,34.6,electricite
2025-06-11,Usine Nord,Tertiaire,0.5,27.45,62.3,gaz
2025-06-11,Usine Nord,Logistique,0.5,27.45,62.3,gaz
2025-06-11,Usine Sud,Production,61.01,27.45,62.3,gaz
2025-06-11,Usine Sud,Production,243.45,27.45,62.3,electricite
2025-06-11,Usine Sud,Tertiaire,25.97,27.45,62.3,electricite
2025-06-12,Usine Nord,Production,89.92,23.65,83.0,gaz
2025-06-12,Usine Nord,Production,246.76,23.65,83.0,electricite
2025-06-12,Usine Sud,Production,85.64,23.65,83.0,gaz
2025-06-12,Usine Sud,Production,229.45,23.65,83.0,electricite
2025-06-12,Usine Sud,Logistique,20.88,23.65,83.0,gaz
2025-06-12,Usine Sud,Logistique,44.71,23.65,83.0,electricite
2025-06-12,Usine Sud,Maintenance,14.81,23.65,83.0,gaz
2025-06-13,Usine Nord,Production,93.58,22.22,88.3,gaz
2025-06-13,Usine Nord,Production,240.96,22.22,88.3,electricite
2025-06-13,Usine Nord,Logistique,44.23,22.22,88.3,electricite
2025-06-13,Usine Sud,Production,91.84,22.22,88.3,gaz
2025-06-13,Usine Sud,Production,234.98,22.22,88.3,electricite
2025-06-13,Usine Sud,Tertiaire,26.3,22.22,88.3,gaz
2025-06-13,Usine Sud,Logistique,30.04,22.22,88.3,gaz
2025-06-14,Usine Nord,Tertiaire,29.8,18.06,71.2,electricite
2025-06-14,Usine Nord,Logistique,40.41,18.06,71.2,electricite
2025-06-14,Usine Nord,Maintenance,31.82,18.06,71.2,electricite
2025-06-14,Usine Sud,Production,114.77,18.06,71.2,gaz
2025-06-14,Usine Sud,Tertiaire,35.79,18.06,71.2,electricite
2025-06-14,Usine Sud,Logistique,47.89,18.06,71.2,gaz
2025-06-14,Usine Sud,Logistique,51.79,18.06,71.2,electricite
2025-06-15,Usine Nord,Production,118.87,17.86,41.1,gaz
2025-06-15,Usine Nord,Production,247.0,17.86,41.1,electricite
2025-06-15,Usine Nord,Logistique,41.9,17.86,41.1,gaz
2025-06-15,Usine Nord,Logistique,16.53,17.86,41.1,electricite
2025-06-15,Usine Sud,Production,115.29,17.86,41.1,gaz
2025-06-15,Usine Sud,Production,217.21,17.86,41.1,electricite
2025-06-15,Usine Sud,Tertiaire,48.09,17.86,41.1,gaz
2025-06-15,Usine Sud,Tertiaire,35.04,17.86,41.1,electricite
2025-06-15,Usine Sud,Logistique,24.69,17.86,41.1,electricite
2025-06-15,Usine Sud,Maintenance,22.62,17.86,41.1,electricite
2025-06-16,Usine Nord,Production,231.73,17.92,32.3,electricite
2025-06-16,Usine Nord,Tertiaire,29.36,17.92,32.3,electricite
2025-06-16,Usine Nord,Logistique,20.96,17.92,32.3,electricite
2025-06-16,Usine Sud,Production,108.27,17.92,32.3,gaz
2025-06-16,Usine Sud,Tertiaire,40.18,17.92,32.3,gaz
2025-06-16,Usine Sud,Tertiaire,30.22,17.92,32.3,electricite
2025-06-16,Usine Sud,Logistique,32.49,17.92,32.3,electricite
2025-06-16,Usine Sud,Maintenance,42.17,17.92,32.3,gaz
2025-06-17,Usine Nord,Production,88.34,23.29,25.3,gaz
2025-06-17,Usine Nord,Production,224.56,23.29,25.3,electricite
2025-06-17,Usine Nord,Maintenance,14.8,23.29,25.3,gaz
2025-06-17,Usine Nord,Maintenance,22.47,23.29,25.3,electricite
2025-06-17,Usine Sud,Production,90.58,23.29,25.3,gaz
